review_id,bank,app_id,review,review_clean,rating,date,thumbs_up,language,scrape_timestamp,translated_review,is_translated,emojis,emoji_count,emoji_descriptions
1310296e-3850-494f-83bc-936ea27684ab,BOA,com.boa.boaMobileBanking,"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.","It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,45,en,2025-11-28 23:36:01,"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",False,[],0,[]
c6661ae9-95ab-4a2d-be7b-ad93bb48f278,BOA,com.boa.boaMobileBanking,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.","I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,65,en,2025-11-28 23:36:01,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",False,[],0,[]
e7e0dd5b-59ee-4ed8-abe8-821ed28c1a6f,BOA,com.boa.boaMobileBanking,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.","Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,8,en,2025-11-28 23:36:01,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",False,[],0,[]
d36fbdcb-b57e-4384-8e5b-ae549e25b33e,BOA,com.boa.boaMobileBanking,It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,0,en,2025-11-28 23:36:01,It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,False,[],0,[]
c198f602-e9fb-4b61-ad3a-8efe42269b8d,BOA,com.boa.boaMobileBanking,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,0,en,2025-11-28 23:36:01,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,False,[],0,[]
7cedd008-b817-442b-9da0-76ea15713450,BOA,com.boa.boaMobileBanking,On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,179,en,2025-11-28 23:36:01,On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,False,[],0,[]
7345b274-906c-4bfc-b37d-8131020ad13e,BOA,com.boa.boaMobileBanking,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,3,en,2025-11-28 23:36:01,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,False,[],0,[]
dfad5025-20f7-4556-bdaf-294785947fa3,BOA,com.boa.boaMobileBanking,its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,12,en,2025-11-28 23:36:01,its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,False,[],0,[]
b42ad5f5-049c-49dc-a13c-39b7414793d0,BOA,com.boa.boaMobileBanking,"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!","I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,567,en,2025-11-28 23:36:01,"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",False,[],0,[]
8fa4d905-fcd5-4124-8745-0014e9e746cf,BOA,com.boa.boaMobileBanking,this app launch time is so long also has dozen bugs in addition it's has been long time get update,this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,2,en,2025-11-28 23:36:01,this app launch time is so long also has dozen bugs in addition it's has been long time get update,False,[],0,[]
91fa4fb9-0eb5-41f3-81b0-c40aea7e51ff,BOA,com.boa.boaMobileBanking,What's wrong with App. this days? it doesn't working properly. 1) it's VERY SLOW & doesn't open. it's very Annoying. 2) most of the time it says repeatedly Please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. I've updated the App. when it needed but nothing changed. 👉PLEASE if it has some issues with the App. Please fix it otherwise I'm going to uninstall it.,What's wrong with App. this days? it doesn't working properly. 1) it's VERY SLOW & doesn't open. it's very Annoying. 2) most of the time it says repeatedly Please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. I've updated the App. when it needed but nothing changed. PLEASE if it has some issues with the App. Please fix it otherwise I'm going to uninstall it.,2,2024-05-08,339,en,2025-11-28 23:36:01,What's wrong with App. this days? it doesn't working properly. 1) it's VERY SLOW & doesn't open. it's very Annoying. 2) most of the time it says repeatedly Please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. I've updated the App. when it needed but nothing changed. 👉PLEASE if it has some issues with the App. Please fix it otherwise I'm going to uninstall it.,False,['👉'],1,[':backhand_index_pointing_right:']
0ed79d57-a54c-4541-9df0-67e1e8c72be3,BOA,com.boa.boaMobileBanking,when trying to activate the app it keeps on loading on the security questions page. It has been two days,when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,0,en,2025-11-28 23:36:01,when trying to activate the app it keeps on loading on the security questions page. It has been two days,False,[],0,[]
